,price_log10,carat_log10
0,2.513217600067939,-0.638272163982407
1,2.513217600067939,-0.6777807052660807
2,2.514547752660286,-0.638272163982407
3,2.5237464668115646,-0.5376020021010439
4,2.525044807036845,-0.5086383061657274
5,2.526339277389844,-0.619788758288394
6,2.526339277389844,-0.619788758288394
7,2.5276299008713385,-0.585026652029182
8,2.5276299008713385,-0.6575773191777937
9,2.5289167002776547,-0.638272163982407
10,2.530199698203082,-0.5228787452803376
11,2.531478917042255,-0.638272163982407
12,2.534026106056135,-0.6575773191777937
13,2.53655844257153,-0.5086383061657274
14,2.537819095073274,-0.6989700043360187
15,2.537819095073274,-0.494850021680094
16,2.5415792439465807,-0.5228787452803376
17,2.545307116465824,-0.5228787452803376
18,2.545307116465824,-0.5228787452803376
19,2.545307116465824,-0.5228787452803376
20,2.545307116465824,-0.5228787452803376
21,2.546542663478131,-0.638272163982407
22,2.5477747053878224,-0.638272163982407
23,2.5477747053878224,-0.5086383061657274
24,2.5477747053878224,-0.5086383061657274
25,2.5490032620257876,-0.638272163982407
26,2.550228353055094,-0.619788758288394
27,2.552668216112193,-0.5228787452803376
28,2.552668216112193,-0.638272163982407
29,2.552668216112193,-0.638272163982407
30,2.60422605308447,-0.638272163982407
31,2.60422605308447,-0.638272163982407
32,2.60422605308447,-0.638272163982407
33,2.60422605308447,-0.638272163982407
34,2.60422605308447,-0.638272163982407
35,2.60422605308447,-0.638272163982407
36,2.60422605308447,-0.638272163982407
37,2.60422605308447,-0.5086383061657274
38,2.6053050461411096,-0.585026652029182
39,2.6053050461411096,-0.4814860601221125
40,2.6053050461411096,-0.4814860601221125
41,2.6053050461411096,-0.4814860601221125
42,2.6053050461411096,-0.585026652029182
43,2.6053050461411096,-0.585026652029182
44,2.6053050461411096,-0.494850021680094
45,2.6053050461411096,-0.5376020021010439
46,2.6053050461411096,-0.494850021680094
47,2.6053050461411096,-0.494850021680094
48,2.606381365110605,-0.6020599913279624
49,2.606381365110605,-0.5376020021010439
50,2.606381365110605,-0.619788758288394
51,2.606381365110605,-0.638272163982407
52,2.606381365110605,-0.494850021680094
53,2.606381365110605,-0.6575773191777937
54,2.606381365110605,-0.6575773191777937
55,2.6074550232146687,-0.5228787452803376
56,2.6074550232146687,-0.5228787452803376
57,2.6074550232146687,-0.5228787452803376
58,2.6074550232146687,-0.5228787452803376
59,2.6074550232146687,-0.5228787452803376
60,2.741939077729199,-0.4559319556497244
61,2.741939077729199,-0.5228787452803376
62,2.741939077729199,-0.5228787452803376
63,2.741939077729199,-0.5228787452803376
64,2.741939077729199,-0.37675070960209955
65,2.7427251313046983,-0.5528419686577808
66,2.7427251313046983,-0.494850021680094
67,2.7427251313046983,-0.5086383061657274
68,2.7427251313046983,-0.5086383061657274
69,2.7427251313046983,-0.619788758288394
70,2.7427251313046983,-0.619788758288394
71,2.74350976472843,-0.5228787452803376
72,2.74350976472843,-0.5228787452803376
73,2.74350976472843,-0.5228787452803376
74,2.74350976472843,-0.5228787452803376
75,2.74350976472843,-0.585026652029182
76,2.74350976472843,-0.585026652029182
77,2.74350976472843,-0.585026652029182
78,2.74350976472843,-0.585026652029182
79,2.74350976472843,-0.585026652029182
80,2.74350976472843,-0.585026652029182
81,2.74350976472843,-0.585026652029182
82,2.74350976472843,-0.585026652029182
83,2.74350976472843,-0.42021640338318983
84,2.74350976472843,-0.585026652029182
85,2.74350976472843,-0.619788758288394
86,2.74350976472843,-0.619788758288394
87,2.74350976472843,-0.619788758288394
88,2.74350976472843,-0.619788758288394
89,2.74350976472843,-0.494850021680094
90,3.4404367661057735,-0.1549019599857432
91,3.4404367661057735,-0.06550154875643228
92,3.4404367661057735,-0.1549019599857432
93,3.4407517004791854,-0.14874165128092473
94,3.4407517004791854,-0.10790539730951958
95,3.4407517004791854,-0.1549019599857432
96,3.4407517004791854,-0.1549019599857432
97,3.4407517004791854,-0.017728766960431602
98,3.4409090820652177,-0.1366771398795441
99,3.4409090820652177,-0.09691001300805639
100,3.4409090820652177,-0.12493873660829995
101,3.4409090820652177,-0.12493873660829995
102,3.4409090820652177,-0.13076828026902382
103,3.4409090820652177,-0.12493873660829995
104,3.4409090820652177,-0.09691001300805639
105,3.4409090820652177,-0.12493873660829995
106,3.4409090820652177,-0.09691001300805639
107,3.4410664066392633,-0.13076828026902382
108,3.4410664066392633,-0.09151498112135022
109,3.4410664066392633,-0.22914798835785583
110,3.4410664066392633,-0.09691001300805639
111,3.4410664066392633,-0.13076828026902382
112,3.4410664066392633,-0.045757490560675115
113,3.4412236742426123,-0.13076828026902382
114,3.4412236742426123,-0.1366771398795441
115,3.4412236742426123,-0.1366771398795441
116,3.4412236742426123,-0.09691001300805639
117,3.4412236742426123,-0.14874165128092473
118,3.4412236742426123,-0.1549019599857432
119,3.4412236742426123,-0.09691001300805639
120,3.4412236742426123,-0.14874165128092473
121,3.4412236742426123,-0.13076828026902382
122,3.4412236742426123,-0.1549019599857432
123,3.4412236742426123,-0.1549019599857432
124,3.4412236742426123,-0.1549019599857432
125,3.4412236742426123,-0.1549019599857432
126,3.4413808849165113,-0.040958607678906384
127,3.4413808849165113,-0.21467016498923297
128,3.4413808849165113,-0.040958607678906384
129,3.4413808849165113,-0.040958607678906384
130,3.4413808849165113,-0.11350927482751812
131,3.441538038702161,-0.14874165128092473
132,3.441538038702161,-0.14874165128092473
133,3.441695135640717,-0.1549019599857432
134,3.441695135640717,-0.11350927482751812
135,3.441695135640717,-0.2006594505464183
136,3.441695135640717,-0.14874165128092473
137,3.441695135640717,-0.14874165128092473
138,3.441695135640717,-0.11918640771920865
139,3.441852175773292,-0.1938200260161128
140,3.441852175773292,-0.14874165128092473
141,3.441852175773292,-0.14874165128092473
142,3.442009159140952,-0.1549019599857432
143,3.442009159140952,-0.1549019599857432
144,3.442009159140952,-0.14874165128092473
145,3.442009159140952,-0.1549019599857432
146,3.44216608578472,-0.14874165128092473
147,3.44216608578472,-0.1366771398795441
148,3.44216608578472,-0.1549019599857432
149,3.44216608578472,-0.1549019599857432
150,3.44216608578472,-0.14874165128092473
151,3.4423229557455746,-0.13076828026902382
152,3.4424797690644486,-0.14874165128092473
153,3.4424797690644486,-0.1366771398795441
154,3.4424797690644486,-0.11918640771920865
155,3.4424797690644486,-0.11918640771920865
156,3.4424797690644486,-0.14874165128092473
157,3.4424797690644486,-0.1366771398795441
158,3.4424797690644486,-0.1366771398795441
159,3.4424797690644486,-0.1366771398795441
160,3.4424797690644486,-0.1366771398795441
161,3.442636525782232,-0.14266750356873156
